6.200000	0.000000	0.000000	0.146314
6.250000	0.000000	0.000000	0.141830
6.300000	0.000000	0.000000	0.137449
6.350000	0.000000	0.000000	0.133171
6.400000	0.000000	0.000000	0.128993
6.450000	0.000000	0.000000	0.124915
6.500000	0.000000	0.000000	0.120935
6.550000	0.000000	0.000000	0.117053
6.600000	0.000000	0.000000	0.113268
6.650000	0.000000	0.000000	0.109577
6.700000	0.000000	0.000000	0.105981
6.750000	0.000000	0.000000	0.102476
6.800000	0.000000	0.000000	0.099063
6.850000	0.000000	0.000000	0.095739
6.900000	0.000000	0.000000	0.092504
6.950000	0.000000	0.000000	0.089356
7.000000	0.000000	0.000000	0.086294
7.050000	0.000000	0.000000	0.083315
7.100000	0.000000	0.000000	0.080419
7.150000	0.000000	0.000000	0.077605
7.200000	0.000000	0.000000	0.074870
7.250000	0.000000	0.000000	0.072214
7.300000	0.000000	0.000000	0.069634
7.350000	0.000000	0.000000	0.067130
7.400000	0.000000	0.000000	0.064700
7.450000	0.000000	0.000000	0.062342
7.500000	0.000000	0.000000	0.060055
7.550000	0.000000	0.000000	0.057837
7.600000	0.000000	0.000000	0.055687
7.650000	0.000000	0.000000	0.053604
7.700000	0.000000	0.000000	0.051586
7.750000	0.000000	0.000000	0.049632
7.800000	0.000000	0.000000	0.047739
7.850000	0.000000	0.000000	0.045908
7.900000	0.000000	0.000000	0.044135
7.950000	0.000000	0.000000	0.042420
8.000000	0.000000	0.000000	0.040762
8.050000	0.000000	0.000000	0.039159
8.100000	0.000000	0.000000	0.037609
8.150000	0.000000	0.000000	0.036112
8.200000	0.000000	0.000000	0.034666
8.250000	0.000000	0.000000	0.033269
8.300000	0.000000	0.000000	0.031921
8.350000	0.000000	0.000000	0.030619
8.400000	0.000000	0.000000	0.029364
8.450000	0.000000	0.000000	0.028152
8.500000	0.000000	0.000000	0.026984
8.550000	0.000000	0.000000	0.025858
8.600000	0.000000	0.000000	0.024773
8.650000	0.000000	0.000000	0.023727
8.700000	0.000000	0.000000	0.022720
8.750000	0.000000	0.000000	0.021750
8.800000	0.000000	0.000000	0.020817
8.850000	0.000000	0.000000	0.019918
8.900000	0.000000	0.000000	0.019054
8.950000	0.000000	0.000000	0.018222
9.000000	0.000000	0.000000	0.017422
9.050000	0.000000	0.000000	0.016654
9.100000	0.000000	0.000000	0.015915
9.150000	0.000000	0.000000	0.015205
9.200000	0.000000	0.000000	0.014523
9.250000	0.000000	0.000000	0.013869
9.300000	0.000000	0.000000	0.013240
9.350000	0.000000	0.000000	0.012637
9.400000	0.000000	0.000000	0.012058
9.450000	0.000000	0.000000	0.011503
9.500000	0.000000	0.000000	0.010971
9.550000	0.000000	0.000000	0.010461
9.600000	0.000000	0.000000	0.009972
9.650000	0.000000	0.000000	0.009503
9.700000	0.000000	0.000000	0.009054
9.750000	0.000000	0.000000	0.008625
9.800000	0.000000	0.000000	0.008213
9.850000	0.000000	0.000000	0.007820
9.900000	0.000000	0.000000	0.007443
9.950000	0.000000	0.000000	0.007083
10.000000	0.000000	0.000000	0.006738
